"nTrees","mNodes","mTry","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Detection.Rate","Desirability","rF_mod.SE","nDesirability"
75,7,3,0.8536,0.7065,0.8411,0.8045,0.9,0.9067,0.8464,0.388,0.7892,0.0088,0.904838339830314
75,7,4,0.854,0.7068,0.8368,0.7879,0.9167,0.9127,0.8352,0.3797,0.7875,0.0134,0.902889245585875
75,8,7,0.8707,0.7408,0.8652,0.8742,0.8667,0.866,0.8915,0.4221,0.8107,0.0094,0.929488649392341
75,8,9,0.854,0.7062,0.8363,0.8045,0.9,0.8922,0.8474,0.388,0.7873,0.0237,0.902659940380647
75,9,9,0.8623,0.7237,0.8465,0.7879,0.9333,0.9338,0.8307,0.3797,0.7974,0.0101,0.914239853244669
75,9,10,0.854,0.706,0.83,0.7697,0.9333,0.9349,0.8313,0.371,0.7864,0.0181,0.90162806695712
75,10,2,0.8627,0.7241,0.8451,0.7879,0.9333,0.9316,0.8327,0.3797,0.7972,0.0182,0.914010548039441
75,10,3,0.8801,0.7599,0.8703,0.8424,0.9167,0.9149,0.8719,0.4058,0.8202,0.0162,0.940380646640679
75,10,5,0.8449,0.688,0.8247,0.7864,0.9,0.9038,0.839,0.3793,0.7772,0.0108,0.891080027516625
75,10,6,0.8457,0.6901,0.8244,0.7712,0.9167,0.9099,0.8261,0.3714,0.7768,0.0171,0.890621417106168
75,10,7,0.8449,0.688,0.8289,0.7848,0.9,0.8983,0.8252,0.379,0.7766,0.0113,0.89039211190094
75,10,8,0.8536,0.7049,0.8309,0.7682,0.9333,0.9217,0.8202,0.3707,0.7845,0.0175,0.899449667507452
75,10,9,0.8627,0.7244,0.8475,0.7879,0.9333,0.9316,0.8295,0.3797,0.7975,0.014,0.914354505847283
75,11,2,0.871,0.7421,0.8652,0.8591,0.8833,0.8863,0.8822,0.4141,0.8114,0.016,0.93029121761064
75,11,3,0.8536,0.7058,0.8407,0.803,0.9,0.8955,0.8362,0.3877,0.7873,0.0153,0.902659940380647
75,11,4,0.8449,0.6876,0.8185,0.7515,0.9333,0.9371,0.8192,0.3623,0.7755,0.0105,0.889130933272185
75,11,5,0.8446,0.6865,0.8213,0.7667,0.9167,0.914,0.8259,0.3703,0.775,0.0131,0.888557670259115
75,11,9,0.871,0.7417,0.8596,0.8242,0.9167,0.9208,0.8595,0.3971,0.8097,0.0123,0.9283421233662
75,12,3,0.863,0.7252,0.8543,0.8409,0.8833,0.8821,0.8659,0.4054,0.8004,0.0245,0.917679431323091
75,12,4,0.8536,0.7049,0.8256,0.7515,0.95,0.9571,0.8226,0.3623,0.7854,0.0155,0.900481540930979
75,12,5,0.8453,0.6882,0.8221,0.7682,0.9167,0.9208,0.8265,0.3707,0.7764,0.0167,0.890162806695712
75,12,6,0.854,0.7065,0.8423,0.8212,0.8833,0.886,0.8549,0.3964,0.7893,0.019,0.904952992432928
75,12,7,0.8793,0.7577,0.8688,0.8394,0.9167,0.9167,0.871,0.4051,0.819,0.0133,0.93900481540931
75,12,10,0.8714,0.7414,0.8536,0.7879,0.95,0.9444,0.8331,0.3797,0.8067,0.0153,0.924902545287778
75,13,2,0.8627,0.7252,0.8627,0.8742,0.85,0.8711,0.891,0.4221,0.8043,0.018,0.92215088282504
75,13,3,0.854,0.7066,0.8354,0.7879,0.9167,0.9149,0.8373,0.3797,0.7875,0.0138,0.902889245585875
75,13,4,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
75,13,5,0.871,0.7418,0.8662,0.8576,0.8833,0.8933,0.8805,0.4138,0.8118,0.014,0.930749828021096
75,13,8,0.8453,0.6883,0.8195,0.7515,0.9333,0.9349,0.8181,0.3623,0.7757,0.0144,0.889360238477413
75,13,9,0.8884,0.7762,0.8785,0.8409,0.9333,0.9371,0.8732,0.4054,0.83,0.0132,0.951616601696858
75,13,10,0.8793,0.7583,0.8722,0.8576,0.9,0.9056,0.8825,0.4138,0.8206,0.0078,0.940839257051135
75,14,2,0.8457,0.6906,0.8384,0.8227,0.8667,0.8671,0.8467,0.3967,0.7803,0.0192,0.894634258197661
75,14,3,0.854,0.7078,0.8445,0.8242,0.8833,0.8771,0.8481,0.3971,0.7892,0.0145,0.904838339830314
75,14,4,0.8703,0.7401,0.863,0.8561,0.8833,0.8856,0.8822,0.4134,0.8101,0.0227,0.928800733776657
75,14,5,0.8797,0.7584,0.867,0.8227,0.9333,0.9371,0.8618,0.3967,0.8191,0.0131,0.939119468011924
75,14,6,0.871,0.7405,0.8571,0.8212,0.9167,0.9238,0.8613,0.3964,0.8089,0.015,0.927424902545288
75,14,7,0.8536,0.7062,0.8387,0.8045,0.9,0.9085,0.8505,0.388,0.7891,0.0125,0.9047236872277
75,14,8,0.8707,0.7402,0.8587,0.8394,0.9,0.9008,0.8718,0.4051,0.809,0.0107,0.927539555147902
75,15,2,0.8457,0.6896,0.8298,0.8045,0.8833,0.8786,0.8435,0.388,0.7781,0.0256,0.892111900940151
75,15,3,0.8714,0.7416,0.862,0.8394,0.9,0.911,0.8697,0.4051,0.8107,0.0178,0.929488649392341
75,15,4,0.8707,0.7398,0.8537,0.7864,0.95,0.9538,0.8329,0.3793,0.8068,0.0123,0.925017197890392
75,15,5,0.862,0.7219,0.8432,0.803,0.9167,0.9104,0.8496,0.3877,0.7963,0.02,0.912978674615914
75,15,6,0.862,0.7234,0.8534,0.8394,0.8833,0.8928,0.8692,0.4051,0.8004,0.0087,0.917679431323091
75,15,8,0.8797,0.7576,0.8645,0.8212,0.9333,0.9359,0.8613,0.3964,0.8181,0.0155,0.937972941985783
75,15,9,0.8453,0.6893,0.8275,0.7697,0.9167,0.9094,0.8152,0.371,0.7763,0.0126,0.890048154093098
75,15,10,0.8453,0.6893,0.8315,0.7864,0.9,0.8975,0.8231,0.3793,0.7775,0.0098,0.891423985324467
75,16,2,0.8533,0.705,0.8386,0.8197,0.8833,0.8909,0.8631,0.396,0.7888,0.0189,0.904379729419858
75,16,4,0.8793,0.7572,0.8657,0.8212,0.9333,0.9235,0.8538,0.3964,0.8168,0.0169,0.9364824581518
75,16,5,0.8453,0.6887,0.8272,0.7682,0.9167,0.9175,0.8153,0.3707,0.7766,0.0129,0.89039211190094
75,16,6,0.8797,0.7592,0.8748,0.8576,0.9,0.9133,0.8827,0.4138,0.822,0.0148,0.942444393487732
75,16,7,0.8536,0.7057,0.8365,0.7864,0.9167,0.9149,0.8343,0.3793,0.7871,0.0087,0.902430635175419
75,16,8,0.854,0.7065,0.8418,0.8212,0.8833,0.8928,0.857,0.3964,0.7898,0.0139,0.905526255445999
75,16,9,0.8533,0.7039,0.8308,0.7667,0.9333,0.9235,0.8191,0.3703,0.7841,0.0142,0.898991057096996
75,16,10,0.8449,0.687,0.8164,0.75,0.9333,0.9371,0.8197,0.362,0.7748,0.0157,0.888328365053887
75,17,2,0.862,0.7219,0.8453,0.8197,0.9,0.8978,0.8622,0.396,0.7974,0.0202,0.914239853244669
75,17,3,0.862,0.7226,0.8471,0.803,0.9167,0.9285,0.8507,0.3877,0.7987,0.0121,0.915730337078652
75,17,4,0.8446,0.686,0.8181,0.7833,0.9,0.893,0.8427,0.3786,0.7745,0.0245,0.887984407246044
75,17,5,0.8623,0.7232,0.8487,0.8212,0.9,0.9016,0.8584,0.3964,0.7986,0.0158,0.915615684476038
75,17,6,0.8714,0.7416,0.8586,0.8227,0.9167,0.9208,0.8599,0.3967,0.8094,0.0178,0.927998165558358
75,17,7,0.8707,0.7396,0.8514,0.7864,0.95,0.9571,0.8414,0.3793,0.8071,0.011,0.925361155698234
75,17,10,0.8627,0.7238,0.8428,0.7879,0.9333,0.9349,0.8413,0.3797,0.7975,0.0173,0.914354505847283
75,18,2,0.854,0.707,0.8372,0.7879,0.9167,0.9244,0.8395,0.3797,0.7888,0.0159,0.904379729419858
75,18,4,0.8707,0.7389,0.849,0.7848,0.95,0.9485,0.8351,0.379,0.8052,0.0155,0.923182756248567
75,18,5,0.8877,0.774,0.8734,0.8212,0.95,0.9571,0.8643,0.3964,0.8282,0.0123,0.949552854849805
75,18,6,0.8616,0.7215,0.8434,0.7848,0.9333,0.9467,0.8414,0.379,0.7975,0.0125,0.914354505847283
75,18,7,0.8627,0.7245,0.8524,0.8227,0.9,0.9008,0.8545,0.3967,0.7995,0.0123,0.916647557899564
75,18,9,0.8623,0.7225,0.8427,0.803,0.9167,0.9238,0.8525,0.3877,0.7976,0.0185,0.914469158449897
75,18,10,0.8623,0.7225,0.8397,0.7864,0.9333,0.9371,0.8429,0.3793,0.7966,0.0185,0.913322632423756
100,7,3,0.8627,0.7243,0.847,0.8061,0.9167,0.907,0.8451,0.3884,0.7975,0.0124,0.914354505847283
100,8,2,0.879,0.7583,0.878,0.8924,0.8667,0.8755,0.9048,0.4308,0.8226,0.0127,0.943132309103417
100,8,3,0.8453,0.6891,0.8301,0.8045,0.8833,0.8776,0.8438,0.388,0.7779,0.0158,0.891882595734923
100,8,4,0.8446,0.6873,0.8256,0.7848,0.9,0.9025,0.8299,0.379,0.7763,0.0199,0.890048154093098
100,8,5,0.8707,0.7405,0.8589,0.8227,0.9167,0.9149,0.8578,0.3967,0.8085,0.0099,0.926966292134832
100,9,2,0.8536,0.7063,0.8402,0.8045,0.9,0.9017,0.8467,0.388,0.7887,0.0161,0.904265076817244
100,9,5,0.8627,0.7248,0.8546,0.8227,0.9,0.8975,0.8459,0.3967,0.7992,0.0135,0.916303600091722
100,9,6,0.8446,0.6869,0.8231,0.7848,0.9,0.9026,0.8371,0.379,0.7762,0.0138,0.889933501490484
100,9,8,0.8797,0.7589,0.8711,0.8409,0.9167,0.9171,0.8692,0.4054,0.8199,0.0099,0.940036688832837
100,10,2,0.8967,0.7934,0.8929,0.8758,0.9167,0.9175,0.8886,0.4225,0.8407,0.0122,0.963884430176565
100,10,3,0.8453,0.6893,0.8281,0.7879,0.9,0.8848,0.8291,0.3797,0.7764,0.0169,0.890162806695712
100,10,4,0.8623,0.7232,0.8487,0.8212,0.9,0.9016,0.8584,0.3964,0.7986,0.0158,0.915615684476038
100,10,7,0.854,0.7071,0.8385,0.7879,0.9167,0.9244,0.8381,0.3797,0.789,0.0136,0.904609034625086
100,10,9,0.871,0.7415,0.8613,0.8409,0.9,0.899,0.8697,0.4054,0.8097,0.0093,0.9283421233662
100,11,2,0.8536,0.7054,0.8341,0.7864,0.9167,0.9053,0.8307,0.3793,0.7856,0.0223,0.900710846136207
100,11,3,0.8449,0.6874,0.8222,0.803,0.8833,0.8705,0.8499,0.3877,0.7756,0.0264,0.889245585874799
100,11,5,0.854,0.7068,0.8409,0.8045,0.9,0.8986,0.8424,0.388,0.7885,0.013,0.904035771612016
100,11,6,0.8627,0.7244,0.842,0.7894,0.9333,0.939,0.8445,0.3801,0.7981,0.014,0.915042421462967
100,11,7,0.8536,0.7053,0.833,0.7864,0.9167,0.9121,0.8384,0.3793,0.7863,0.0183,0.901513414354506
100,11,9,0.8623,0.7234,0.8509,0.8212,0.9,0.9038,0.8559,0.3964,0.7991,0.0077,0.916188947489108
100,12,2,0.846,0.69,0.8263,0.7879,0.9,0.8861,0.832,0.3797,0.7766,0.0292,0.89039211190094
100,12,3,0.8529,0.7044,0.8376,0.7848,0.9167,0.9179,0.8273,0.379,0.7865,0.0175,0.901742719559734
100,12,5,0.8797,0.7585,0.8711,0.8394,0.9167,0.9238,0.8695,0.4051,0.8202,0.0102,0.940380646640679
100,12,6,0.863,0.7251,0.8533,0.8227,0.9,0.9071,0.8546,0.3967,0.8004,0.0191,0.917679431323091
100,12,7,0.8536,0.7055,0.8408,0.8197,0.8833,0.8921,0.8586,0.396,0.7893,0.0125,0.904952992432928
100,12,8,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
100,12,9,0.862,0.7223,0.8447,0.803,0.9167,0.9285,0.8538,0.3877,0.7983,0.0167,0.915271726668195
100,12,10,0.854,0.706,0.8341,0.7864,0.9167,0.9208,0.8385,0.3793,0.7874,0.0179,0.902774592983261
100,13,2,0.8536,0.7053,0.8344,0.7682,0.9333,0.9244,0.8161,0.3707,0.7852,0.007,0.900252235725751
100,13,3,0.8536,0.7051,0.8313,0.7864,0.9167,0.9149,0.8401,0.3793,0.7862,0.0188,0.901398761751892
100,13,4,0.8453,0.6881,0.8187,0.7333,0.95,0.9444,0.7985,0.3536,0.774,0.0104,0.887411144232974
100,13,5,0.8623,0.7237,0.8502,0.8045,0.9167,0.9138,0.8378,0.388,0.7978,0.0095,0.914698463655125
100,13,6,0.8453,0.6893,0.8316,0.7864,0.9,0.8953,0.8224,0.3793,0.7773,0.0123,0.891194680119239
100,13,7,0.8797,0.7588,0.8701,0.8409,0.9167,0.9149,0.8703,0.4054,0.8196,0.0148,0.939692731024994
100,13,9,0.8714,0.7416,0.8586,0.8227,0.9167,0.9208,0.8599,0.3967,0.8094,0.0178,0.927998165558358
100,13,10,0.8449,0.6867,0.8131,0.75,0.9333,0.9371,0.8219,0.362,0.7742,0.0201,0.887640449438202
100,14,2,0.8543,0.7076,0.8438,0.8227,0.8833,0.8821,0.8527,0.3967,0.7896,0.0224,0.90529695024077
100,14,3,0.8533,0.7042,0.8317,0.7848,0.9167,0.9104,0.8382,0.379,0.7855,0.019,0.900596193533593
100,14,4,0.8623,0.7234,0.8481,0.8045,0.9167,0.9149,0.8457,0.388,0.798,0.0108,0.914927768860353
100,14,5,0.8449,0.6875,0.8244,0.7848,0.9,0.8952,0.8356,0.379,0.7761,0.0188,0.88981884888787
100,14,6,0.8536,0.7055,0.835,0.7864,0.9167,0.9171,0.8364,0.3793,0.787,0.0094,0.902315982572804
100,14,7,0.8536,0.7055,0.8352,0.7864,0.9167,0.9149,0.8357,0.3793,0.7869,0.012,0.90220132997019
100,14,8,0.8623,0.7225,0.8397,0.7864,0.9333,0.9371,0.8429,0.3793,0.7966,0.0185,0.913322632423756
100,14,9,0.862,0.7225,0.8448,0.8045,0.9167,0.9167,0.8505,0.388,0.7974,0.0122,0.914239853244669
100,14,10,0.8449,0.6871,0.8205,0.7667,0.9167,0.9205,0.8225,0.3703,0.7753,0.0187,0.888901628066957
100,15,3,0.8457,0.6886,0.8229,0.7682,0.9167,0.9192,0.8226,0.3707,0.7764,0.0205,0.890162806695712
100,15,4,0.8543,0.7062,0.8334,0.7864,0.9167,0.9192,0.8358,0.3793,0.7871,0.0231,0.902430635175419
100,15,5,0.8453,0.6891,0.8306,0.7864,0.9,0.8925,0.8234,0.3793,0.7769,0.0167,0.890736069708782
100,15,6,0.871,0.7424,0.8655,0.8409,0.9,0.9175,0.8732,0.4054,0.8124,0.0177,0.93143774363678
100,15,7,0.8707,0.7407,0.8618,0.8394,0.9,0.9103,0.8726,0.4051,0.8105,0.0103,0.929259344187113
100,15,8,0.9054,0.8109,0.9043,0.9106,0.9,0.9082,0.9212,0.4395,0.8529,0.0096,0.977872047695483
100,15,9,0.8717,0.7436,0.8652,0.8424,0.9,0.9067,0.8703,0.4058,0.8119,0.0212,0.93086448062371
100,15,10,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
100,16,3,0.871,0.7411,0.8593,0.8227,0.9167,0.9088,0.8518,0.3967,0.8079,0.0229,0.926278376519147
100,16,4,0.8714,0.7416,0.8544,0.8061,0.9333,0.9349,0.8527,0.3884,0.8084,0.0181,0.926851639532217
100,16,5,0.8627,0.724,0.8481,0.8045,0.9167,0.9208,0.8467,0.388,0.7986,0.0151,0.915615684476038
100,16,6,0.8703,0.7401,0.8628,0.8561,0.8833,0.8896,0.8838,0.4134,0.8104,0.0129,0.929144691584499
100,16,7,0.8453,0.6883,0.8301,0.8015,0.8833,0.9038,0.8492,0.3873,0.7797,0.0149,0.893946342581977
100,16,8,0.8536,0.7055,0.835,0.7864,0.9167,0.9171,0.8364,0.3793,0.787,0.0094,0.902315982572804
100,16,9,0.8449,0.6872,0.8182,0.7682,0.9167,0.919,0.8317,0.3707,0.7755,0.016,0.889130933272185
100,16,10,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
100,17,2,0.854,0.7071,0.8385,0.7879,0.9167,0.9244,0.8381,0.3797,0.789,0.0136,0.904609034625086
100,17,3,0.8884,0.7762,0.8785,0.8409,0.9333,0.9371,0.8732,0.4054,0.83,0.0132,0.951616601696858
100,17,4,0.8536,0.7055,0.8352,0.7864,0.9167,0.9149,0.8357,0.3793,0.7869,0.012,0.90220132997019
100,17,5,0.8793,0.7575,0.8668,0.8212,0.9333,0.939,0.8607,0.3964,0.8187,0.0081,0.938660857601468
100,17,6,0.8627,0.724,0.8439,0.7879,0.9333,0.9349,0.8395,0.3797,0.7977,0.0153,0.914583811052511
100,17,8,0.8623,0.7238,0.8497,0.8045,0.9167,0.9267,0.8486,0.388,0.7994,0.011,0.91653290529695
100,17,9,0.8449,0.6871,0.8161,0.7682,0.9167,0.9171,0.8311,0.3707,0.7749,0.0201,0.888443017656501
100,18,2,0.8703,0.7385,0.8527,0.8015,0.9333,0.93,0.8444,0.3873,0.8058,0.0103,0.923870671864251
100,18,4,0.8623,0.7226,0.8412,0.7864,0.9333,0.9371,0.8418,0.3793,0.7969,0.0163,0.913666590231598
100,18,6,0.871,0.7408,0.8565,0.8045,0.9333,0.9371,0.8486,0.388,0.8083,0.0096,0.926736986929603
100,18,7,0.8793,0.7576,0.8674,0.8394,0.9167,0.919,0.8731,0.4051,0.819,0.0139,0.93900481540931
100,18,8,0.8703,0.7394,0.8592,0.8379,0.9,0.8983,0.8697,0.4047,0.8084,0.0103,0.926851639532217
100,18,9,0.8543,0.708,0.8407,0.8061,0.9,0.9067,0.8489,0.3884,0.7899,0.0215,0.905640908048613
125,4,3,0.8627,0.7243,0.847,0.8061,0.9167,0.907,0.8451,0.3884,0.7975,0.0124,0.914354505847283
125,5,2,0.8543,0.7085,0.8455,0.8061,0.9,0.9029,0.8349,0.3884,0.7898,0.0203,0.905526255445999
125,5,5,0.8536,0.7051,0.833,0.7682,0.9333,0.9267,0.8182,0.3707,0.7852,0.0079,0.900252235725751
125,6,5,0.854,0.7078,0.8444,0.8424,0.8667,0.8586,0.8672,0.4058,0.7899,0.0169,0.905640908048613
125,6,7,0.8453,0.6889,0.8281,0.7864,0.9,0.8986,0.8324,0.3793,0.7774,0.0137,0.891309332721853
125,7,2,0.8627,0.7245,0.8492,0.8061,0.9167,0.9044,0.8384,0.3884,0.7974,0.0115,0.914239853244669
125,7,3,0.8457,0.6906,0.8386,0.8227,0.8667,0.8616,0.841,0.3967,0.7795,0.0187,0.893717037376748
125,7,7,0.8627,0.7249,0.8509,0.8242,0.9,0.8986,0.8579,0.3971,0.7995,0.0166,0.916647557899564
125,8,4,0.8884,0.7759,0.8738,0.8242,0.95,0.947,0.8632,0.3971,0.8283,0.0154,0.949667507452419
125,8,5,0.8449,0.6876,0.8189,0.7515,0.9333,0.9321,0.8181,0.3623,0.7751,0.015,0.888672322861729
125,8,7,0.8707,0.7412,0.8653,0.8394,0.9,0.9047,0.8591,0.4051,0.81,0.0133,0.928686081174043
125,8,8,0.8627,0.7243,0.8471,0.8061,0.9167,0.9048,0.8445,0.3884,0.7973,0.0145,0.914125200642055
125,8,10,0.8457,0.6897,0.8313,0.7864,0.9,0.9071,0.83,0.3793,0.7788,0.0146,0.89291446915845
125,9,2,0.8801,0.76,0.8714,0.8424,0.9167,0.9116,0.8651,0.4058,0.8197,0.0189,0.939807383627608
125,9,3,0.862,0.7218,0.8421,0.803,0.9167,0.9104,0.8513,0.3877,0.7962,0.0216,0.9128640220133
125,9,5,0.8453,0.6899,0.8354,0.8045,0.8833,0.8843,0.8334,0.388,0.779,0.018,0.893143774363678
125,9,6,0.8453,0.6889,0.8281,0.7864,0.9,0.8986,0.8324,0.3793,0.7774,0.0137,0.891309332721853
125,9,7,0.871,0.7409,0.857,0.8227,0.9167,0.919,0.8619,0.3967,0.8088,0.0128,0.927310249942674
125,9,8,0.8457,0.6896,0.8254,0.7697,0.9167,0.9171,0.8243,0.371,0.7772,0.017,0.891080027516625
125,10,2,0.862,0.7231,0.8516,0.8212,0.9,0.9063,0.8578,0.3964,0.7994,0.0113,0.91653290529695
125,10,3,0.8453,0.6889,0.8238,0.7697,0.9167,0.9149,0.8259,0.371,0.7766,0.0118,0.89039211190094
125,10,4,0.8536,0.7067,0.8433,0.8227,0.8833,0.8822,0.856,0.3967,0.7894,0.0157,0.905067645035542
125,10,5,0.8543,0.7083,0.8489,0.8409,0.8667,0.8671,0.8599,0.4054,0.791,0.0156,0.906902086677368
125,10,8,0.8536,0.7055,0.8318,0.7697,0.9333,0.9321,0.8281,0.371,0.7862,0.0145,0.901398761751892
125,11,2,0.8627,0.7246,0.8553,0.8394,0.8833,0.9005,0.8697,0.4051,0.8018,0.0185,0.919284567759688
125,11,3,0.8793,0.7585,0.871,0.8409,0.9167,0.9267,0.8738,0.4054,0.8207,0.0134,0.940953909653749
125,11,4,0.854,0.706,0.8341,0.7864,0.9167,0.9208,0.8385,0.3793,0.7874,0.0179,0.902774592983261
125,11,5,0.8449,0.6883,0.8281,0.7864,0.9,0.8927,0.8314,0.3793,0.7767,0.0178,0.890506764503554
125,11,6,0.871,0.7405,0.8554,0.8045,0.9333,0.927,0.8457,0.388,0.8071,0.0118,0.925361155698234
125,11,8,0.8543,0.7082,0.8431,0.8061,0.9,0.9067,0.8457,0.3884,0.7903,0.0181,0.906099518459069
125,12,3,0.8714,0.7421,0.863,0.8409,0.9,0.8986,0.867,0.4054,0.8101,0.0171,0.928800733776657
125,12,5,0.854,0.7062,0.84,0.803,0.9,0.911,0.8451,0.3877,0.7891,0.0138,0.9047236872277
125,12,6,0.8536,0.7059,0.8418,0.803,0.9,0.8983,0.8352,0.3877,0.7877,0.0104,0.903118550791103
125,12,7,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
125,12,8,0.8623,0.7234,0.8479,0.8045,0.9167,0.9171,0.8464,0.388,0.7981,0.0077,0.915042421462967
125,12,9,0.8533,0.7047,0.8349,0.803,0.9,0.9056,0.851,0.3877,0.7876,0.0111,0.903003898188489
125,12,10,0.8453,0.6885,0.8198,0.7697,0.9167,0.9167,0.8312,0.371,0.7761,0.0171,0.88981884888787
125,13,2,0.8536,0.7054,0.8371,0.803,0.9,0.8919,0.8402,0.3877,0.7865,0.0224,0.901742719559734
125,13,3,0.8627,0.7244,0.8579,0.8561,0.8667,0.8816,0.8795,0.4134,0.8023,0.0166,0.919857830772759
125,13,4,0.8536,0.7059,0.8399,0.803,0.9,0.9133,0.8481,0.3877,0.7893,0.0124,0.904952992432928
125,13,5,0.8449,0.6887,0.8297,0.7864,0.9,0.9044,0.8343,0.3793,0.7782,0.0091,0.892226553542765
125,13,6,0.8623,0.7232,0.8457,0.8045,0.9167,0.9149,0.8489,0.388,0.7976,0.0158,0.914469158449897
125,13,7,0.8623,0.724,0.8547,0.8394,0.8833,0.8874,0.8648,0.4051,0.8002,0.0104,0.917450126117863
125,13,8,0.888,0.7749,0.8759,0.8394,0.9333,0.939,0.8753,0.4051,0.8292,0.0142,0.950699380875946
125,13,9,0.8446,0.6865,0.8203,0.7848,0.9,0.8958,0.8404,0.379,0.7753,0.0179,0.888901628066957
125,13,10,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
125,14,2,0.879,0.7559,0.8605,0.8197,0.9333,0.9405,0.8674,0.396,0.8174,0.0173,0.937170373767485
125,14,3,0.8793,0.7575,0.8668,0.8212,0.9333,0.939,0.8607,0.3964,0.8187,0.0081,0.938660857601468
125,14,5,0.854,0.7062,0.8365,0.7864,0.9167,0.9208,0.8353,0.3793,0.7878,0.0137,0.903233203393717
125,14,6,0.8446,0.6864,0.8191,0.7667,0.9167,0.9175,0.8237,0.3703,0.7747,0.0156,0.888213712451273
125,14,7,0.871,0.7411,0.8585,0.8227,0.9167,0.9149,0.8589,0.3967,0.8087,0.0143,0.92719559734006
125,15,2,0.879,0.7569,0.867,0.8379,0.9167,0.93,0.8779,0.4047,0.8197,0.0164,0.939807383627608
125,15,3,0.8707,0.7405,0.8612,0.8394,0.9,0.899,0.8677,0.4051,0.8092,0.0164,0.92776886035313
125,15,4,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
125,15,5,0.8884,0.7766,0.8815,0.8591,0.9167,0.9171,0.8824,0.4141,0.8306,0.0127,0.952304517312543
125,15,6,0.8797,0.7585,0.8681,0.8227,0.9333,0.9371,0.86,0.3967,0.8192,0.0103,0.939234120614538
125,15,7,0.8627,0.7238,0.847,0.8045,0.9167,0.9208,0.8485,0.388,0.7985,0.0171,0.915501031873424
125,15,8,0.8453,0.6889,0.8242,0.7697,0.9167,0.9099,0.8248,0.371,0.7762,0.0159,0.889933501490484
125,15,9,0.8543,0.7072,0.8405,0.8045,0.9,0.9071,0.8446,0.388,0.7893,0.0199,0.904952992432928
125,16,2,0.8714,0.7425,0.8605,0.8242,0.9167,0.9244,0.8627,0.3971,0.8106,0.0177,0.929373996789727
125,16,4,0.871,0.7414,0.8602,0.8227,0.9167,0.9267,0.8618,0.3967,0.8102,0.0145,0.928915386379271
125,16,5,0.8964,0.7907,0.8783,0.8379,0.95,0.9526,0.8806,0.4047,0.8373,0.019,0.959986241687686
125,16,6,0.854,0.7065,0.8386,0.8045,0.9,0.8986,0.8456,0.388,0.7881,0.0174,0.903577161201559
125,16,7,0.8627,0.7244,0.847,0.8061,0.9167,0.9167,0.85,0.3884,0.7986,0.0131,0.915615684476038
125,16,8,0.8793,0.7572,0.8644,0.8212,0.9333,0.939,0.8638,0.3964,0.8183,0.0141,0.938202247191011
125,16,10,0.8536,0.7059,0.8375,0.8045,0.9,0.9038,0.849,0.388,0.7883,0.0099,0.903806466406787
125,17,2,0.8627,0.7252,0.8597,0.8576,0.8667,0.8783,0.8768,0.4138,0.8026,0.0178,0.920201788580601
125,17,3,0.9225,0.8449,0.9203,0.9106,0.9333,0.9405,0.924,0.4395,0.8722,0.0099,1
125,17,4,0.8449,0.6879,0.8244,0.7864,0.9,0.894,0.8371,0.3793,0.7763,0.0149,0.890048154093098
125,17,5,0.8801,0.7595,0.8714,0.8409,0.9167,0.9208,0.8699,0.4054,0.8205,0.0161,0.940724604448521
125,17,6,0.871,0.7412,0.8595,0.8227,0.9167,0.9171,0.8578,0.3967,0.809,0.0093,0.927539555147902
125,17,8,0.8446,0.6859,0.814,0.7485,0.9333,0.9357,0.814,0.3616,0.7733,0.0198,0.886608576014676
125,17,9,0.8616,0.7224,0.8502,0.8212,0.9,0.9103,0.8595,0.3964,0.7993,0.0143,0.916418252694336
125,17,10,0.8623,0.7237,0.8491,0.8227,0.9,0.9038,0.8604,0.3967,0.7992,0.0117,0.916303600091722
125,18,2,0.8536,0.7053,0.8361,0.803,0.9,0.8988,0.8479,0.3877,0.7873,0.0183,0.902659940380647
125,18,3,0.8793,0.7564,0.8559,0.8212,0.9333,0.939,0.8718,0.3964,0.8169,0.0253,0.936597110754414
125,18,4,0.8797,0.7585,0.8681,0.8227,0.9333,0.9371,0.86,0.3967,0.8192,0.0103,0.939234120614538
125,18,5,0.862,0.721,0.8338,0.7848,0.9333,0.939,0.8472,0.379,0.7953,0.023,0.911832148589773
125,18,7,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
125,18,8,0.8623,0.7239,0.8503,0.8227,0.9,0.9067,0.861,0.3967,0.7998,0.0157,0.916991515707407
